cod_ref	bib_ref	distigme_sampled	bar_sampled	background_sampled	distigme	distigme_loc	bar	bar_tot_length	bar_prot_length	gap	gap_loc	gap_length	trail	trail_length	high_dot	par_break	verse_break	Swan.ECM_avail	var_in_line	var_type	var_ref	notes
1368.B.19	Jn. 11:56-57			1	0		0			0			0		0	0	1	1	0			
1368.B.24	Jn. 11:57		1	0	0		1	4	2.5	0			0		0	1	0	1	1	R	Swanson.169	
1368.C.15	Jn. 12:7a	1		0	1	L	0			0			0		0	0	0	1	1	O1;A1;MC	Swanson.171	
1368.C.27	Jn. 12:9		0	1	0		1	4.5	2	0			0		0	0	0	1	1	A2;O2	NA28.342	
1368.C.28	Jn. 12:10			1	0		0			0			0		0	0	0	1	1	O14;O1;R1	Swanson.172	
1368.C.38	Jn. 12:12-13			1	0		0			0			0		0	0	1	1	1	T2	Swanson.173	
1369.A.15	Jn. 12:16			1	0		0			0			0		0	0	0	1	1	T3;R1/MC	Swanson.175	
1369.A.31	Jn. 12:19	1		0	1	L	0			0			0		0	0	0	1	1	A1	NA28.343	
1369.A.4	Jn. 12:14			1	0		0			0			0		0	0	0	1	0			
1369.A.9	Jn. 12:15			1	0		0			0			0		0	0	0	1	1	A1	Swanson.174	
1369.B.24	Jn. 12:26-27		1	0	0		1	4.5	3	1	E	2	0		0	1	1	1	1	A5	NA28.344	
1369.C.18	Jn. 12:35	1		0	1	R	0			0			0		0	0	0	1	1	T;O2	Swanson.181	
1370.B.37	Jn. 13:5			1	0		0			0			0		0	0	0	1	1	A1	Swanson.187	
1370.C.10	Jn. 13:9			1	0		0			0			0		0	0	0	1	1	T2;O1	NA28.347	
1370.C.7	Jn. 13:8		1	0	0		1	5	2	1	B	3	0		0	0	0	1	1	T/A1	NA28.347	
1371.A.36	Jn. 13:23-24	1		0	1	L	0			0			0		0	0	1	1	1	A1	NA28.348	
1371.A.6	Jn. 13:16			1	0		0			0			0		0	0	0	1	0			
1371.C.17	Jn. 13:38-14:1	1	1	0	1	R	1	4.5	2	0			0		0	1	1	1	1	A5	NA28.350	evaluated by Payne
1371.C.20	Jn. 14:1-2			1	0		0			0			0		0	0	1	1	0			
1372.B.41	Jn. 14:24	1		0	1	L	0			0			0		0	0	0	1	1	MC;A2	NA28.353	
1372.B.42	Jn. 14:24b			1	0		0			0			0		0	0	0	1	0			
1372.C.10	Jn. 14:26		1	0	0		1	4.5	2.5	0			1	4	0	1	0	1	1	O1	NA28.353	
1373.B.12	Jn. 15:13			1	0		0			0			0		0	0	0	1	0			
1373.B.31	Jn. 15:16-17		1	0	0		1	4	2.5	1	E	2	0		0	M	1	1	1	MC;A9	NA28.355	
1373.B.4	Jn. 15:11			1	0		0			0			0		0	0	0	1	1	R1	NA28.354	
1374.A.36	Jn. 16:9			1	0		0			0			0		0	0	0	1	1	O1	Swanson.218	
1374.B.12	Jn. 16:14			1	0		0			0			0		0	0	0	1	1	R1;O11	Swanson.220	
1374.B.39	Jn. 16:19-20		1	0	0		1	3.5	2.5	1	E	2.5	0		0	0	1	1	0			
1374.C.18	Jn. 16:23			1	0		0			0			0		0	M	0	1	1	O1	Swanson.224	
1375.A.28	Jn. 16:33			1	0		0			0			0		0	0	0	1	1	O5;MC	NA28.359	
1375.B.13	Jn. 17:6			1	0		0			0			0		0	0	0	1	1	MC	NA28.359	
1375.B.37	Jn. 17:11		1	0	0		1	4.5	2	0			0		0	0	0	1	1	A10	NA28.360	
1375.C.13	Jn. 17:14			1	0		0			0			0		0	0	0	1	1	T4/A1	Swanson.233	
1375.C.5	Jn. 17:12			1	0		0			0			0		0	0	0	1	0			
1376.C.12	Jn. 18:14-15		1	0	0		1	4	1.5	1	B	4	0		0	1	1	1	1	MC	Swanson.242	
1376.C.34	Jn. 18:18			1	0		0			0			0		0	0	0	1	1	O2	Swanson.243	
1377.A.27	Jn. 18:25			1	0		0			0			0		0	0	0	1	0			
1377.A.31	Jn. 18:26			1	0		0			0			0		0	0	0	1	0			
1377.A.32	Jn. 1826b			1	0		0			0			0		0	0	0	1	1	R1/T2	Swanson.246	
1377.B.15	Jn. 18:31		1	0	0		1	4	2	0			0		0	0	0	1	1	R;O1	NA28.365	
1377.B.3	Jn. 18:28-29		0	1	0		1	4.5	2	0			0		0	0	1	1	1	O1	Swanson.247	
1377.B.6	Jn. 18:29			1	0		0			0			0		0	0	0	1	0			
1377.C.38	Jn. 19:3	1		0	1	L	0			0			0		0	0	0	1	1	O4	NA28.366	
1377.C.8	Jn. 18:37			1	0		0			0			0		0	0	0	1	1	A1	Swanson.251	
1377.C.9	Jn. 18:37b			1	0		0			0			0		0	0	0	1	0			
1378.A.25	Jn. 19:7-8		1	0	0		1	4.5	2	1	E	2	0		0	M	1	1	1	T/R	NA28.367	
1378.B.22	Jn. 19:15			1	0		0			0			0		0	0	0	1	1	A3/O2;MC	NA28.368	
1378.C.38	Jn. 19:24		1	0	0		1	4	2.5	1	E	6	0		0	0	0	1	1	MC;O1;O1	Swanson.263	
1379.C.1	Jn. 19:41-42			1	0		0			0			0		0	0	1	1	1	R2	NA28.371	
1379.C.19	Jn. 20:2-3		1	0	0		1	4	2	1	M	3	0		0	M	1	1	0			
1379.C.34	Jn. 20:6			1	0		0			0			0		0	0	0	1	1	O17	Swanson.273	
1379.C.39	Jn. 20:7	1		0	1	R	0			0			0		0	0	0	1	0			
1379.C.6	Jn. 20:1			1	0		0			0			0		0	0	0	1	1	A1	Swanson.272	
1380.B.11	Jn. 20:19			1	0		0			0			0		0	0	0	1	1	A1/MC	NA28.373	
1380.B.22	Jn. 20:20-21		1	0	0		1	4.5	2.5	1	E	2	0		0	0	1	1	1	R/T	Swanson.278	
1380.C.28	Jn. 20:30			1	0		0			0			0		0	0	0	1	1	MC	Swanson.281	
1381.A.11	Jn. 21:3			1	0		0			0			0		0	0	0	1	1	A1;MC	NA28.374	
1381.A.14	Jn. 21:3-4		1	0	0		1	4	1	1	E	2	0		0	M	1	1	1	R	Swanson.383	
1381.B.17	Jn. 21:12			1	0		0			0			0		0	0	0	1	0			
1381.B.28	Jn. 21:15	1		0	1	L	0			0			0		0	0	0	1	1	R	NA28.376	
1381.B.32	Jn. 21:15-16		1	1	0		1	4	1	1	M	3	0		0	0	1	1	1	R;T3/O1	NA28.376	
1381.C.20	Jn. 21:20			1	0		0			0			0		0	0	0	1	1	O3	Swanson.289	
1381.C.40	Jn. 21:24			1	0		0			0			0		0	0	0	1	1	O1;T2	NA28.277	
1382.B.16	Acts 1:4	1		0	1	L	0			0			0		0	0	0	1	1	R;A2	NA28.378	
1382.B.26	Acts 1:5-6		1	0	0		1	3.5	1	1	E	4.5	0		0	0	1	1	1	A3	NA28.378	
1382.C.14	Acts 1:11			1	0		0			0			0		0	0	0	1	1	R1	NA28.379	
1382.C.2	Acts 1:9			1	0		0			0			0		0	1	0	1	1	T	NA28.379	
1382.C.34	Acts 1:13			1	0		0			0			0		0	0	0	1	1	A1;A2	Swanson.7	
1382.C.39	Acts 1:14	1		0	1	L	0			0			0		0	0	0	1	1	A3	NA28.379	
1383.A.8	Acts 1:16	1		0	1	L	0			0			0		0	0	0	1	1	A1	NA28.379	
1383.B.37	Acts 2:4			1	0		0			0			0		0	0	0	1	0			
1383.C.11	Acts 2:7	1		0	1	R	0			0			0		0	0	0	1	1	A2;R/MC;R	NA28.381	
1384.A.14	Acts 2:17			1	0		0			0			0		0	0	0	1	1	R2	NA28.382	
1384.B.34	Acts 2:28-29		1	0	0		1	4	3	1	M	6	0		1	0	1	1	1	O1	Swanson.26	
1384.C.10	Acts 2:31			1	0		0			0			0		0	0	0	1	1	R1	NA28.384	
1384.C.4	Acts 2:30	1		0	1	L	0			0			0		0	0	0	1	1	R;A7	NA28.383	
1385.A.29	Acts 2:43-44	1		0	1	L	0			0			0		1	0	1	1	1	A9	NA28.385	
1385.A.36	Acts 2:45			1	0		0			0			0		0	0	0	1	1	R1;O1;O5	Swanson.36	
1385.B.22	Acts 3:3			1	0		0			0			0		0	0	0	1	1	R1;O1	Swanson.38	
1385.B.24	Acts 3:3	1		0	1	L	0			0			0		1	0	0	1	1	O1	NA28.386	
1385.B.31	Acts 3:6			1	0		0			0			0		0	0	0	1	1	T3	NA28.386	
1385.C.27	Acts 3:12	1		0	1	R	0			0			0		0	0	0	1	1	A1/MC	NA28.386	
1386.A.35	Acts 3:21-22	1		0	1	L	0			0			0		0	0	1	1	0			
1386.A.9	Acts 3:16			1	0		0			0			0		0	0	0	1	0			
1386.B.13	Acts 3:25			1	0		0			0			0		0	0	0	1	1	O1	Swanson.50	
1386.C.25	Acts 4:10	1		0	1	L	0			0			0		0	0	0	1	1	A2	Swanson.54	
1387.B.16	Acts 4:24	1		0	1	L	0			0			0		0	0	0	1	1	O3;MC	Swanson.61	
1387.B.19	Acts 4:24b			1	0		0			0			0		0	0	0	1	0			
1387.B.26	Acts 4:26			1	0		0			0			0		0		0	1	0			
1387.B.3	Acts 4:21			1	0		0			0			0		0	0	0	1	1	R1/T2	Swanson.60	
1387.B.39	Acts 4:28-29			1	0		0			0			0		0	0	1	1	1	O1;A1	Swanson.64	
1387.C.11	Acts 4:31			1	0		0			0			0		0	0	0	1	1	O1;A1;T3	Swanson.65	
1387.C.13	Acts 4:31		1	0	0		1	5	3	0			0		1	1	0	1	1	A4	NA28.391	
1387.C.31	Acts 4:34-35			1	0		0			0			0		0	0	1	1	1	MC	Swanson.66	
1387.C.35	Acts 4:35-36	1	0	0	1	R	1	4	2	1	B	5	0		1	M	1	1	1	R1	NA28.391	evaluated by Payne
1388.A.6	Acts 5:1-2			1	0		0			0			0		0	0	1	1	1	A1;O5	Swanson.68-69	
1388.B.28	Acts 5:14	1		0	1	L	0			0			0		0	0	0	1	1	MC;A1	Swanson.74	
1388.C.14	Acts 5:19-20			1	0		0			0			0		0	0	1	1	1	R1	NA28.393	
1388.C.22	Acts 5:21			1	0		0			0			0		0	0	0	1	1	MC;R1	Swanson.78	
1389.A.20	Acts 5:28	1		0	1	R	0			0			0		0	0	0	1	0			
1389.B.30	Acts 5:37	1		1	1	L	0			0			0		0	0	0	1	1	A1	NA28.395	
1389.C.17	Acts 5:42-6:1		1	0	0		1	4	1.5	1	M	5	0		1	1	1	1	1	T	Swanson.88-89	
1390.A.15	Acts 6:7			1	0		0			0			0		0	0	0	1	1	R1	Swanson.92	
1390.A.32	Acts 6:10	1	0	0	1	L	1	4.5	3	0			0		1	0	0	1	1	A17	NA28.397	evaluated by Payne
1390.C.10	Acts 7:6			1	0		0			0			0		0	0	0	1	0			
1390.C.21	Acts 7:8	1		0	1	L	0			0			0		0	0	0	1	1	R1	Swanson.101	
1391.A.35	Acts 7:17			1	0		0			0			0		0	0	0	1	0			
1392.A.13	Acts 7:38-39			1	0		0			0			0		0	0	1	1	1	R1	NA28.401	
1392.A.6	Acts 7:37-38	1		0	1	L	0			0			0		1	0	1	1	1	A2	NA28.401	
1392.C.20	Acts 7:55	1		0	1	L	0			0			0		0	0	0	1	1	A2	NA28.403	
1393.A.14	Acts 8:1-2		1	0	0		1	4.5	2	0			0		1	0	1	1	1	A5	NA28.403	
1393.A.6	Acts 8:1		0	1	0		1	3	1.5	1	M	6	0		0	1	0	1	1	R1	Swanson.126	
1393.B.19	Acts 8:12			1	0		0			0			0		0	0	0	1	1	R1;A1	Swanson.131	
1393.C.18	Acts 8:20-21			1	0		0			0			0		0	0	1	1	0			
1393.C.30	Acts 8:23-24			1	0		0			1	M	2.5	0		1	0	1	1	1	R1	NA28.405	
1394.B.32	Acts 8:40			1	0		0			0			0		1	0	0	1	0			
1394.C.13	Acts 9:4	1		0	1	L	0			0			0		1	0	0	1	1	MC	Swanson.145	
1394.C.33	Acts 9:9-10		1	0	0		1	3	1.5	1	M	3	0		1	1	1	1	1	R1/A1	Swanson.147	
1395.A.4	Acts 9:12			1	0		0			0			0		0	0	0	1	1	O2;T3	NA28.407	
1395.B.23	Acts 9:23	1		0	1	L	0			0			0		0	0	0	1	1	MC	Swanson.154	
1395.C.14	Acts 9:29	1		0	1	R	0			0			0		0	0	0	1	1	T	Swanson.157	
1395.C.18	Acts 9:30			1	0		0			0			0		0	0	0	1	1	O1	NA28.409	
1395.C.25	Acts 9:31			1	0		0			0			0		1	0	0	1	1	O1;R1	Swanson.158	
1395.C.29	Acts 9:32	1		0	1	R	0			0			0		0	0	0	1	1	R	Swanson.158	
1395.C.31	Acts 9:32b			1	0		0			0			0		0	0	0	1	0			
1395.C.42	Acts 9:35			1	0		0			0			0		0	0	0	1	1	O1	Swanson.160	
1396.A.1	Acts 9:35b			1	0		0			0			0		0	0	0	1	1	O1;R1	NA28.410	
1396.A.21	Acts 9:38b	1		0	1	L	0			0			0		0	0	0	1	1	MC;R;T	Swanson.162	
1396.A.36	Acts 9:40			1	0		0			0			0		0	0	0	1	1	A8	NA28.410	
1396.B.26	Acts 10:4	1		0	1	L	0			0			0		0	0	0	1	1	MC	Swanson.165	
1396.C.1	Acts 10:7-8			1	0		0			0			0		0	0	1	1	1	MC;O1	Swanson.167	
1396.C.17	Acts 10:11	1		0	1	L	0			0			0		0	0	0	1	1	T12	NA28.411	
1397.A.38	Acts 10:24			1	0		0			0			0		0	0	0	1	1	A1	NA28.413	
1397.B.25	Acts 10:30	1		0	1	L	0			0			0		0	0	0	1	1	T7	NA28.413	
1397.B.30	Acts 10:31			1	0		0			0			0		0	0	0	1	1	O1	Swanson.178	
1397.C.13	Acts 10:35-36	1		0	1	R	0			0			0		1	0	1	1	1	A1	NA28.414	
1397.C.23	Acts 10:38	1		0	1	R	0			0			0		0	0	0	1	1	R1/O1	NA28.414	
1397.C.5	Acts 10:33-34		1	0	0		1	4	1.5	1	B	3	0		1	1	1	1	1	R1; R1/O2	NA28.414	
1398.A.16	Acts 10:44			1	0		0			0			0		0	0	0	1	0			
1398.A.34	Acts 10:47			1	0		0			0			0		0	0	0	1	0			
1398.B.12	Acts 11:4			1	0		0			0			0		0	0	0	1	1	MC;A1;O1	Swanson.188	
1398.C.19	Acts 11:15			1	0		0			0			0		0	0	0	1	1	R1	Swanson.192	
1398.C.24	Acts 11:16			1	0		0			0			0		0	0	0	1	0			
1398.C.39	Acts 11:19	1		0	1	L	0			0			0		0	0	0	1	1	R1/A1	NA28.417	
1399.A.41	Acts 11:27			1	0		0			0			0		0	0	0	1	0			
1399.B.28	Acts 12:3	1		0	1	L	0			0			0		0	0	0	1	1	A1	NA28.418	
1400.B.30	Acts 12:25	1		0	1	L	0			0			0		0	0	0	1	1	A3;R	NA28.420	
1400.C.12	Acts 13:3-4		1	0	0		1	3.5	2.5	1	E	2.5	0		1	1	1	1	1	A1/O1;R	NA28.421	
1400.C.18	Acts 13:5			1	0		0			0			0		0	0	0	1	1	R1/T2;R1;A1	Swanson.214	
1400.C.7	Acts 13:2			1	0		0			0			0		0	0	0	1	1	R1;T	Swanson.213	
1401.B.14	Acts 13:19	1		0	1	L	0			0			0		0	0	0	1	1	A2/R2	NA28.423	
1401.B.29	Acts 13:22			1	0		0			0			0		0	0	0	1	1	R1	Swanson.222	
1401.C.38	Acts 13:33a	1		0	1	R	0			0			0		0	0	0	1	0			
1402.A.38	Acts 13:42	1		0	1	L	0			0			0		0	1	0	1	1	A5	NA28.425	
1402.B.2	Acts 13:43			1	0		0			0			0		0	0	0	1	0			
1402.B.38	Acts 13:48-49	1		0	1	L	0			0			0		1	0	1	1	1	MC;A1	Swanson.236	
1402.C.37	Acts 14:5			1	0		0			0			0		0	0	0	1	1	O4	Swanson.239	
1403.A.33	Acts 14:13-14	1	1	0	1	L	1	4	2	1	E	3	0		1	M	1	1	1	MC/R1;MC	NA28.428	evaluated by Payne
1403.B.1	Acts 14:15			1	0		0			0			0		0	0	0	1	1	MC/A3	NA28.428	
1403.C.15	Acts 14:25	1		0	1	L	0			0			0		0	0	0	1	1	A2	NA28.429	
1403.C.20	Acts 14:26-27			1	0		0			1	M	2.5	0		1	0	1	1	0			
1403.C.35	Acts 15:2	0		1	1	R	0			0			0		0	0	0	1	1	R1	NA28.429	
1404.A.31	Acts 15:7			1	0		0			0			0		0	0	0	1	1	MC/A3	NA28.430	
1404.A.35	Acts 15:7b			1	0		0			0			0		0	0	0	1	1	T4;R1	NA28.430	
1404.B.26	Acts 15:14			1	0		0			0			0		0	0	0	1	1	O1;MC;T3	Swanson.261	
1404.C.12	Acts 15:21			1	0		0			0			0		0	0	0	1	1	O1;O2;T5	Swanson.263	
1405.A.25	Acts 15:31-32			1	0		0			1	M	2.5	0		1	0	1	1	1	R1	Swanson.269	
1405.A.34	Acts 15:33	1		0	1	L	0			0			0		0	0	0	1	1	R	Swanson.270	
1405.B.28	Acts 15:41-16:1		1	0	0		1	4.5	2	1	B	6	0		1	1	1	1	1	A9;A4	NA28.434	
1405.B.33	Acts 16:1	1		0	1	L	0			0			0		0	0	0	1	1	A1	NA28.434	
1406.A.32	Acts 16:16	1		0	1	L	0			0			0		0	0	0	1	1	MC;R	NA28.436	
1407.A.38	Acts 16:40-17:1			1	0		0			1	M	9.5	0		1	1	1	1	1	O4	NA28.439	
1407.B.20	Acts 17:5	1		0	1	R	0			0			0		0	M	0	1	1	Rx	NA28.440	
1407.C.25	Acts 17:12-13		1	0	0		1	3.5	1.5	0			0		1	M	1	1	1	Rx	NA28.440	
1407.C.28	Acts 17:13	1		0	1	R	0			0			0		0	0	0	1	1	T/O5/A6	NA28.440	
1407.C.35	Acts 17:14	1		0	1	R	0			0			0		0	0	0	1	1	R1;R1	NA28.441	
1407.C.38	Acts 17:14-15			1	0		0			1	M	2	0		1	0	1	1	1	R1;O206	Swanson.302(299-305)	
1408.B.23	Acts 17:26	1		0	1	L	0			0			0		0	0	0	1	1	A1	NA28.442	
1409.A.10	Acts 18:5	1		0	1	L	0			0			0		0	0	0	1	1	R1	NA28.444	
1409.A.5	Acts 18:4			1	0		0			0			0		0	0	0	1	1	A11	NA28.443	
1409.B.18	Acts 18:14			1	0		0			0			0			0	0	1	1	T5;O2;MC;O12	Swanson.320-321	
1409.B.25	Acts 18:16	1		0	1	L	0			0			0		0	0	0	1	1	R1	NA28.445	
1409.B.26	Acts 18:16-17		1	0	0		1	5	2.5	1	M	8	0		1	0	1	1	1	R1	NA28.445	
1409.C.10	Acts 18:21	1		0	1	R	0			1	B	1.5	0		0	0	0	1	1	A1;MC	Swanson.324	
1410.A.9	Acts 18:28		0	1	0		1	4.5	2	0			1	3.5	1	1	0	1	1	T4;O1	NA28.446	
1410.B.13	Acts 19:9			1	0		0			0			0		0	0	0	1	1	MC;R1	NA28.447	
1410.C.40	Acts 19:21			1	0		0			0			0		0	0	0	1	1	O1	Swanson.339	
1410.C.42	Acts 19:22			1	0		0			0			0		0	0	0	1	1	O1	NA28.449	
1410.C.6	Acts 19:16			1	0		0			0			0		0	0	0	1	1	A1/MC; R1/O1	NA28.448	
1411.A.8	Acts 19:23		1	0	0		1	5	4.5	0			1	3	1	0	0	1	1	R1	Swanson.340	
1411.C.32	Acts 20:1	1		0	1	R	0			0			0		0	0	0	1	1	A1;A1/R1	NA28.451	
1412.B.20	Acts 20:14	1		0	1	L	0			0			0		0	0	0	1	1	A2	Swanson.355	
1412.C.32	Acts 20:24	1		0	1	L	0			0			0		0	0	0	1	1	A4	NA28.453	
1413.A.21	Acts 20:29	1		0	1	L	0			0			0		0	0	0	1	1	T4	Swanson.363	
1413.C.37	Acts 21:9-10		1	0	0		1	4	2	0			0		1	M	1	1	1	R1	Swanson.371	
1414.A.10	Acts 21:11-12			1	0		0			1	M	2	0		1	0	1	1	0			
1414.A.19	Acts 21:13			1	0		0			0			0		1	0	0	1	1	R1	Swanson.373	
1414.C.11	Acts 21:26			1	0		0			0			0		0	0	0	1	1	O1	Swanson.280	
1414.C.24	Acts 21:28			1	0		0			0			0		0	0	0	1	1	A2;O1;MC	Swanson.382	
1415.B.15	Acts 21:40			1	0		0			0			0		0	0	0	1	1	R1	NA28.458	
1415.B.38	Acts 22:4			1	0		0			0			0		0	0	0	1	1	MC	Swanson.389	
1415.B.4	Acts 21:39	1		0	1	L	0			0			0		0	0	0	1	1	A3/MC	NA28.458	
1415.C.37	Acts 22:12	1		0	1	R	0			0			0		0	0	0	1	1	O1	NA28.460	
1416.A.2	Acts 22:13			1	0		0			0			0		1	0	0	1	1	R1;A1	Swanson.393	
1416.A.34	Acts 22:19-20			1	0		0			0			0		0	0	1	1	1	MC;R1	Swanson.395	
1416.A.39	Acts 22:20	1		0	1	L	0			0			0		0	0	0	1	1	A3	NA28.460	
1416.B.13	Acts 22:23-24			1	0		0			0			0		0	0	1	1	1	R1	NA28.460	
1416.B.23	Acts 22:25			1	0		0			0			0		1	0	0	1	1	O2	Swanson.398	
1416.B.27	Acts 22:26			1	0		0			0			0		0	0	0	1	1	R1/T2	NA28.461	
1416.B.29	Acts 22:26b			1	0		0			0			0		0	0	0	1	1	T3;R1;O1	Swanson.399	
1416.B.41	Acts 22:28-29			1	0		0			1	E	2.5	0		1	0	1	1	1	R1	NA28.461	
1416.C.12	Acts 22:30b			1	0		0			0			0		0	0	0	1	1	R1	Swanson.401	
1416.C.21	Acts 23:1-2		1	0	0		1	4	2.5	1	M	4	0		1	0	1	1	1	T3;R1	Swanson.402	
1416.C.8	Acts 22:30	1		0	1	L	0			0			0		0	0	0	1	1	R1;R1;MC	Swanson.401	
1417.A.23	Acts 23:9	1		0	1	L	0			0			0		0	0	0	1	1	R1	Swanson.406	
1417.B.29	Acts 23:16			1	0		0			0			0		0	0	0	1	1	R1	Swanson.410	
1417.B.41	Acts 23:18			1	0		0			0			0		0	0	0	1	1	R1;O1	Swanson.411	
1417.C.30	Acts 23:22	1		0	1	R	0			0			0		0	0	0	1	1	R1;MC;R1/MC	Swanson.413	
1418.A.32	Acts 23:31			1	0		0			0			0		0	0	0	1	0			
1418.C.15	Acts 24:10		1	0	0		1	5.5	2	1	M	7	0		1	0	0	1	1	R1	NA28.466	
1418.C.21	Acts 24:11			1	0		0			0			0		0	0	0	1	1	O1;R1	Swanson.424	
1418.C.32	Acts 24:13	1		0	1	L	0			0			0		0	0	0	1	1	A1	NA28.466	
1418.C.4	Acts 24:6-8	1		0	1	L	0			0			0		0	0	1	1	1	A27	NA28.466	
1419.A.15	Acts 24:18			1	0		0			0			0		0	0	0	1	1	MC	NA28.467	
1419.A.26	Acts 24:20-21	1		0	1	L	0			0			0		0	0	1	1	1	MC	Swanson.427	
1419.B.18	Acts 24:25-26			1	0		0			0			0		0	0	1	1	1	R1	Swanson.431	
1419.B.36	Acts 25:2	1		0	1	L	0			0			0		0	0	0	1	1	O1;MC	NA28.468	
1419.B.40	Acts 25:2-3			1	0		0			0			0		0	0	1	1	1	MC	Swanson.433	
1420.A.15	Acts 25:12			1	0		0			0			0		0	0	0	1	1	R1;R2	Swanson.437	
1420.A.34	Acts 25:15			1	0		0			0			0		0	0	0	1	1	MC;A1;T5	Swanson.439	
1420.A.4	Acts 25:10			1	0		0			0			0		0	0	0	1	1	R1	Swanson.437	
1420.C.12	Acts 25:24	1		0	1	L	0			0			0		0	0	0	1	1	MC	NA28.470	
1420.C.31	Acts 25:27		1	0	0		1	3.5	2	0			0		1	1	0	1	1	T;MC	Swanson.445	
1421.A.5	Acts 26:3			1	0		0			0			0		0	0	0	1	0			
1421.B.15	Acts 26:13			1	0		0			0			0		0	0	0	1	1	MC	Swanson.450	
1422.A.28	Acts 26:31			1	0		0			0			0		0	0	0	1	1	A1	NA28.473	
1422.A.4	Acts 26:26	1		0	1	L	0			0			0		0	0	0	1	1	R1;T	Swanson.457	
1422.B.13	Acts 27:3		0	1	0		1	4	2.5	0			1	6.5	1	0	0	1	0			
1422.B.40	Acts 27:8-9	1		0	1	L	0			0			0		1	1	1	1	1	R	NA28.474	
1422.C.29	Acts 27:13	1		0	1	L	0			0			0		0	0	0	1	1	MC	Swanson.466	
1422.C.3	Acts 27:9	0		1	1	L	0			0			0		0	0	0	1	0			
1422.C.33	Acts 27:14			1	0		0			0			0		0	0	0	1	1	R1;A1	Swanson.466	
1422.C.35	Acts 27:14-15			1	0		0			0			0		1	0	1	1	1	MC	NA28.475	
1423.A.14	Acts 27:19	1		0	1	L	0			0			0		1	0	0	1	1	MC;A3	NA28.475	
1423.A.21	Acts 27:20			1	0		0			0			0		1	0	0	1	0			
1423.A.35	Acts 27:22-23			1	0		0			0			0		1	0	1	1	1	R1;T3	Swanson.469	
1423.A.38	Acts 27:23-24			1	0		0			0			0		1	0	1	1	1	O1	Swanson.469	
1423.A.4	Acts 27:17			1	0		0			0			0		0	0	0	1	0			
1423.B.10	Acts 27:27a			1	0		0			0			0		0	0	0	1	1	O6;R1	Swanson.470	
1423.B.12	Acts 27:27	1		0	1	L	0			0			0		0	0	0	1	1	R1	NA28.476	
1423.B.29	Acts 27:30			1	0		0			0			0		0	0	0	1	1	O1	NA28.476	
1423.B.6	Acts 27:26		1	0	0		1	4	1	0			0		1	1	0	1	1	T2;R	Swanson.470	
1424.A.26	Acts 28:1	1		0	1	L	0			0			0		0	0	0	1	1	R1	NA28.477	
1424.C.7	Acts 28:11	1		0	1	L	0			0			0		0	0	0	1	1	MC	NA28.478	
1426.A.14	Jas. 1:4			1	0		0			0			0		0	0	0	1	1	R1; O1	ECM.4	
1426.A.4	Jas. 1:1-2		1	0	0		1	3.5	2	1	E	6	0		1	1	1	1	1	MC	ECM.2	
1426.B.38	Jas. 1:19	1		0	1	L	0			0			0			1	0	1	1	A1;R1	NA28.686	
1426.C.32	Jas. 1:26	1		0	1	L	0			0			0		0	0	0	1	1	A2;R1	NA28.687	
1426.C.34	Jas. 1:26b			1	0		0			0			0		0	0	0	1	1	A3	ECM.22-23	
1427.B.11	Jas. 2:11			1	0		0			0			0		0	0	0	1	1	T5	NA28.688	
1427.B.27	Jas. 2:14			1	0		0			0			0		0	0	0	1	1	A1;R1	ECM.36	
1427.C.19	Jas. 2:22			1	0		0			0			0		0	0	0	1	1	MC	NA28.689	
1427.C.2	Jas. 2:18	1		0	1	R	0			0			0		0	0	0	1	1	O1	ECM.40	
1427.C.34	Jas. 2:25			1	0		0			0			0		0	0	0	1	1	R1	NA28.689	
1428.A.26	Jas. 3:6	1		0	1	L	0			0			0		0	0	0	1	1	A1	NA28.690	
1428.A.7	Jas. 3:2-3	1		0	1	L	0			1	B	5	0		1	0	1	1	1	R2;A1	NA28.690	
1428.B.16	Jas. 3:12a	1		0	1	L	0			0			0		0	0	0	1	1	O2;R1	ECM.59	
1428.B.31	Jas. 3:15	1		0	1	L	0			0			0		0	0	0	1	1	T5	ECM.62	
1428.B.5	Jas. 3:9			1	0		0			0			0		0	0	0	1	1	O7	ECM.56	
1428.C.22	Jas. 4:4	1	1	0	1	L	1	3.5	0	1	M	2.5	0			0	0	1	0			evaluated by Payne
1428.C.38	Jas. 4:7			1	0		0			0			0		0	0	0	1	1	R1	NA28.692	
1429.A.22	Jas. 4:12	1		0	1	L	0			0			0		1	0	0	1	1	O1;O1;MC	NA28.692	
1429.A.28	Jas. 4:13b	1		0	1	L	0			0			0		0	0	0	1	1	O1;A1;MC	NA28.693	
1429.A.37	Jas. 4:15			1	0		0			0			0		0	0	0	1	1	MC	NA28.693	
1429.B.31	Jas. 5:5-6	1		0	1	L	0			0			0		1	0	1	1	1	MC;R1	ECM.86	
1429.C.1	Jas. 5:8			1	0		0			0			0		0	0	0	1	1	A1	NA28.694	
1429.C.27	Jas. 5:12-13	1	0	0	1	R	1	4	1	1	M	6	0		1	1	1	1	1	A1/C	NA28.695	evaluated by Payne
1430.A.22	Jas. 5:20a			1	0		0			0			0		0	0	0	1	1	A1;R1	ECM.101	
1430.A.23	Jas. 5:20	1		0	1	L	0			0			0		0	0	0	1	1	A1	NA28.695	
